서울특별시 노원구 중계동,360-15,360,15,건영3,84.9,202012,3,"121,800",9,1995,노원로22길 71,, ,-,-
서울특별시 노원구 중계동,360-15,360,15,건영3,84.9,202012,5,"120,000",11,1995,노원로22길 71,, ,-,-
서울특별시 노원구 중계동,360-15,360,15,건영3,84.9,202012,5,"111,500",7,1995,노원로22길 71,, ,-,-
서울특별시 노원구 중계동,360-15,360,15,건영3,84.9,202012,8,"112,500",4,1995,노원로22길 71,, ,-,-
서울특별시 노원구 중계동,360-15,360,15,건영3,84.9,202012,22,"115,500",4,1995,노원로22길 71,, ,-,-
서울특별시 노원구 중계동,505,505,0,경남,74.2,202012,8,"71,500",3,1989,섬밭로 265,, ,-,-
서울특별시 노원구 중계동,505,505,0,경남,50.97,202012,9,"55,800",9,1989,섬밭로 265,, ,-,-
서울특별시 노원구 중계동,505,505,0,경남,50.97,202012,19,"54,000",4,1989,섬밭로 265,, ,-,-
서울특별시 노원구 중계동,505,505,0,경남,50.97,202012,26,"52,700",15,1989,섬밭로 265,, ,-,-
서울특별시 노원구 중계동,583,583,0,금호타운(583),59.81,202012,2,"57,500",15,1997,중계로12길 24,, ,-,-
서울특별시 노원구 중계동,583,583,0,금호타운(583),84.98,202012,5,"82,800",14,1997,중계로12길 24,, ,-,-
서울특별시 노원구 중계동,583,583,0,금호타운(583),59.52,202012,19,"51,500",10,1997,중계로12길 24,, ,-,-
서울특별시 노원구 중계동,583,583,0,금호타운(583),59.52,202012,19,"57,900",12,1997,중계로12길 24,, ,-,-
서울특별시 노원구 중계동,583,583,0,금호타운(583),59.52,202012,30,"59,400",9,1997,중계로12길 24,, ,-,-
서울특별시 노원구 중계동,363,363,0,대림벽산(363),114.39,202012,5,"134,000",9,1993,한글비석로8길 20,, ,-,-
서울특별시 노원구 중계동,363,363,0,대림벽산(363),114.39,202012,5,"135,000",7,1993,한글비석로8길 20,, ,-,-
서울특별시 노원구 중계동,363,363,0,대림벽산(363),114.39,202012,14,"127,500",2,1993,한글비석로8길 20,, ,-,-
서울특별시 노원구 중계동,363,363,0,대림벽산(363),114.39,202012,15,"135,000",15,1993,한글비석로8길 20,, ,-,-
서울특별시 노원구 중계동,363,363,0,대림벽산(363),114.39,202012,28,"134,000",3,1993,한글비석로8길 20,, ,-,-
서울특별시 노원구 중계동,103,103,0,동진,47.61,202012,3,"22,750",2,1988,중계로16나길 11,, ,-,-
서울특별시 노원구 중계동,103,103,0,동진,47.61,202012,5,"24,000",2,1988,중계로16나길 11,, ,-,-
서울특별시 노원구 중계동,103,103,0,동진,47.61,202012,10,"23,000",2,1988,중계로16나길 11,, ,-,-
서울특별시 노원구 중계동,103,103,0,동진,47.61,202012,31,"24,000",5,1988,중계로16나길 11,20210302, ,-,-
서울특별시 노원구 중계동,366,366,0,라이프,115.65,202012,12,"139,000",11,1993,중계로 184,, ,-,-
서울특별시 노원구 중계동,366,366,0,라이프,115.65,202012,12,"137,000",10,1993,중계로 184,, ,-,-
서울특별시 노원구 중계동,505,505,0,롯데(505),54.48,202012,10,"56,000",6,1989,섬밭로 265,, ,-,-
서울특별시 노원구 중계동,505,505,0,롯데(505),54.48,202012,12,"56,900",7,1989,섬밭로 265,, ,-,-
서울특별시 노원구 중계동,505,505,0,롯데(505),72.49,202012,18,"73,500",12,1989,섬밭로 265,, ,-,-
서울특별시 노원구 중계동,505,505,0,롯데(505),54.48,202012,28,"59,000",7,1989,섬밭로 265,, ,-,-
서울특별시 노원구 중계동,505,505,0,롯데(505),54.48,202012,30,"55,700",2,1989,섬밭로 265,, ,-,-
서울특별시 노원구 중계동,361-1,361,1,롯데우성,115.26,202012,5,"137,000",11,1993,노원로22길 34,, ,-,-
서울특별시 노원구 중계동,593,593,0,삼성,59.9,202012,11,"59,000",10,1999,중계로14나길 25,, ,-,-
서울특별시 노원구 중계동,505,505,0,상아,114.57,202012,12,"94,800",1,1989,섬밭로 265,, ,-,-
서울특별시 노원구 중계동,505,505,0,상아,51.29,202012,16,"51,000",1,1989,섬밭로 265,, ,-,-
서울특별시 노원구 중계동,505,505,0,상아,72.73,202012,26,"74,900",10,1989,섬밭로 265,, ,-,-
서울특별시 노원구 중계동,505,505,0,상아,114.57,202012,26,"105,000",15,1989,섬밭로 265,, ,-,-
서울특별시 노원구 중계동,505,505,0,상아,84.97,202012,29,"89,400",7,1989,섬밭로 265,, ,-,-
서울특별시 노원구 중계동,505,505,0,상아,84.97,202012,31,"93,300",9,1989,섬밭로 265,, ,-,-
서울특별시 노원구 중계동,580,580,0,성원1,59.75,202012,2,"73,000",6,1996,덕릉로71길 5,20210202, ,-,-
서울특별시 노원구 중계동,580,580,0,성원1,59.75,202012,2,"73,000",6,1996,덕릉로71길 5,, ,-,-
서울특별시 노원구 중계동,580,580,0,성원1,84.78,202012,12,"100,000",13,1996,덕릉로71길 5,, ,-,-
서울특별시 노원구 중계동,580,580,0,성원1,59.75,202012,19,"76,000",23,1996,덕릉로71길 5,, ,-,-
서울특별시 노원구 중계동,580,580,0,성원1,59.75,202012,28,"74,800",4,1996,덕릉로71길 5,, ,-,-
서울특별시 노원구 중계동,366,366,0,신동아(366),115.35,202012,19,"140,000",12,1993,중계로 184,, ,-,-
서울특별시 노원구 중계동,590,590,0,신안,84.93,202012,3,"91,000",17,1999,덕릉로 595,, ,-,-
서울특별시 노원구 중계동,590,590,0,신안,59.97,202012,11,"68,900",11,1999,덕릉로 595,, ,-,-
서울특별시 노원구 중계동,590,590,0,신안,84.93,202012,24,"95,500",13,1999,덕릉로 595,, ,-,-
서울특별시 노원구 중계동,364,364,0,신안동진,134.74,202012,7,"139,000",3,1993,중계로 195,, ,-,-
서울특별시 노원구 중계동,364,364,0,신안동진,134.74,202012,14,"149,000",4,1993,중계로 195,, ,-,-
서울특별시 노원구 중계동,589,589,0,신일,59.97,202012,22,"52,000",8,1998,한글비석로 366,, ,-,-
서울특별시 노원구 중계동,587,587,0,양지마을(대림)1,84.9,202012,7,"103,500",8,1998,덕릉로71길 30,, ,-,-
서울특별시 노원구 중계동,587,587,0,양지마을(대림)1,114.96,202012,7,"119,900",20,1998,덕릉로71길 30,, ,-,-
서울특별시 노원구 중계동,588,588,0,양지마을(대림)2,59.4,202012,4,"59,900",2,1999,덕릉로73길 28,, ,-,-
서울특별시 노원구 중계동,588,588,0,양지마을(대림)2,59.4,202012,8,"65,000",13,1999,덕릉로73길 28,, ,-,-
서울특별시 노원구 중계동,588,588,0,양지마을(대림)2,114.81,202012,18,"110,000",9,1999,덕릉로73길 28,, ,-,-
서울특별시 노원구 중계동,588,588,0,양지마을(대림)2,84.88,202012,21,"95,000",18,1999,덕릉로73길 28,, ,-,-
서울특별시 노원구 중계동,445,445,0,염광,59.34,202012,7,"59,500",9,1996,덕릉로79길 23,, ,-,-
서울특별시 노원구 중계동,445,445,0,염광,84.5,202012,19,"83,000",14,1996,덕릉로79길 23,, ,-,-
서울특별시 노원구 중계동,445,445,0,염광,84.5,202012,29,"86,000",15,1996,덕릉로79길 23,, ,-,-
서울특별시 노원구 중계동,58-34,58,34,이연아마빌레,154.27,202012,28,"69,000",2,2003,중계로12길 39,, ,-,-
서울특별시 노원구 중계동,360-16,360,16,주공10,58.14,202012,17,"72,000",3,1995,노원로22길 53,, ,-,-
서울특별시 노원구 중계동,360-16,360,16,주공10,58.14,202012,19,"72,000",3,1995,노원로22길 53,20210128, ,-,-
서울특별시 노원구 중계동,360-16,360,16,주공10,58.14,202012,22,"70,000",11,1995,노원로22길 53,, ,-,-
서울특별시 노원구 중계동,369,369,0,주공2,44.52,202012,1,"36,900",1,1992,한글비석로14길 8,, ,-,-
서울특별시 노원구 중계동,369,369,0,주공2,44.52,202012,1,"39,000",14,1992,한글비석로14길 8,, ,-,-
서울특별시 노원구 중계동,369,369,0,주공2,44.52,202012,7,"38,000",6,1992,한글비석로14길 8,, ,-,-
서울특별시 노원구 중계동,369,369,0,주공2,44.52,202012,16,"38,200",14,1992,한글비석로14길 8,, ,-,-
서울특별시 노원구 중계동,369,369,0,주공2,44.52,202012,16,"37,500",1,1992,한글비석로14길 8,, ,-,-
서울특별시 노원구 중계동,369,369,0,주공2,44.52,202012,19,"42,000",8,1992,한글비석로14길 8,, ,-,-
서울특별시 노원구 중계동,369,369,0,주공2,44.52,202012,19,"37,500",9,1992,한글비석로14길 8,, ,-,-
서울특별시 노원구 중계동,369,369,0,주공2,44.52,202012,28,"39,500",1,1992,한글비석로14길 8,, ,-,-
서울특별시 노원구 중계동,369,369,0,주공2,44.52,202012,29,"41,000",10,1992,한글비석로14길 8,, ,-,-
서울특별시 노원구 중계동,369,369,0,주공2,44.52,202012,31,"41,500",6,1992,한글비석로14길 8,, ,-,-
서울특별시 노원구 중계동,358-2,358,2,주공4,59.39,202012,1,"62,200",6,1991,덕릉로76길 29,, ,-,-
서울특별시 노원구 중계동,358-2,358,2,주공4,45.77,202012,5,"42,900",14,1991,덕릉로76길 29,, ,-,-
서울특별시 노원구 중계동,358-2,358,2,주공4,59.39,202012,8,"62,000",4,1991,덕릉로76길 29,, ,-,-
서울특별시 노원구 중계동,358-2,358,2,주공4,59.39,202012,9,"65,000",8,1991,덕릉로76길 29,, ,-,-
서울특별시 노원구 중계동,358-2,358,2,주공4,59.39,202012,17,"63,750",12,1991,덕릉로76길 29,, ,-,-
서울특별시 노원구 중계동,358-2,358,2,주공4,45.77,202012,18,"45,000",4,1991,덕릉로76길 29,, ,-,-
서울특별시 노원구 중계동,359-1,359,1,주공5,44.94,202012,1,"48,500",8,1992,중계로 230,, ,-,-
서울특별시 노원구 중계동,359-1,359,1,주공5,58.46,202012,3,"74,000",9,1992,중계로 230,, ,-,-
서울특별시 노원구 중계동,359-1,359,1,주공5,44.52,202012,3,"50,000",9,1992,중계로 230,, ,-,-
서울특별시 노원구 중계동,359-1,359,1,주공5,44.94,202012,5,"47,000",5,1992,중계로 230,, ,-,-
서울특별시 노원구 중계동,359-1,359,1,주공5,58.46,202012,7,"75,000",9,1992,중계로 230,, ,-,-
서울특별시 노원구 중계동,359-1,359,1,주공5,44.52,202012,8,"48,000",11,1992,중계로 230,, ,-,-
서울특별시 노원구 중계동,359-1,359,1,주공5,58.46,202012,9,"73,800",14,1992,중계로 230,, ,-,-
서울특별시 노원구 중계동,359-1,359,1,주공5,58.46,202012,12,"72,000",6,1992,중계로 230,, ,-,-
서울특별시 노원구 중계동,359-1,359,1,주공5,58.46,202012,12,"75,000",2,1992,중계로 230,20210202, ,-,-
서울특별시 노원구 중계동,359-1,359,1,주공5,76.51,202012,12,"94,500",13,1992,중계로 230,, ,-,-
서울특별시 노원구 중계동,359-1,359,1,주공5,38.64,202012,19,"42,800",10,1992,중계로 230,, ,-,-
서울특별시 노원구 중계동,359-1,359,1,주공5,38.64,202012,19,"42,800",4,1992,중계로 230,, ,-,-
서울특별시 노원구 중계동,359-1,359,1,주공5,84.79,202012,19,"108,500",5,1992,중계로 230,, ,-,-
서울특별시 노원구 중계동,359-1,359,1,주공5,38.64,202012,22,"43,500",5,1992,중계로 230,, ,-,-
서울특별시 노원구 중계동,359-1,359,1,주공5,84.79,202012,29,"110,000",9,1992,중계로 230,, ,-,-
서울특별시 노원구 중계동,359-1,359,1,주공5,44.52,202012,29,"50,000",3,1992,중계로 230,, ,-,-
서울특별시 노원구 중계동,359-1,359,1,주공5,58.46,202012,30,"63,000",2,1992,중계로 230,, ,-,-
서울특별시 노원구 중계동,364-12,364,12,주공6,44.1,202012,14,"46,000",13,1993,한글비석로8길 41,, ,-,-
서울특별시 노원구 중계동,364-12,364,12,주공6,44.1,202012,26,"44,700",6,1993,한글비석로8길 41,, ,-,-
서울특별시 노원구 중계동,364-12,364,12,주공6,44.1,202012,31,"47,500",13,1993,한글비석로8길 41,, ,-,-
서울특별시 노원구 중계동,363-1,363,1,주공7,44.1,202012,11,"45,000",14,1993,한글비석로8길 42,, ,-,-
서울특별시 노원구 중계동,363-1,363,1,주공7,44.1,202012,26,"41,900",11,1993,한글비석로8길 42,, ,-,-
서울특별시 노원구 중계동,362-1,362,1,주공8,49.72,202012,10,"59,500",7,1993,한글비석로5길 62,, ,-,-
서울특별시 노원구 중계동,362-1,362,1,주공8,49.72,202012,11,"53,000",4,1993,한글비석로5길 62,, ,-,-
서울특별시 노원구 중계동,362-1,362,1,주공8,49.72,202012,12,"55,500",4,1993,한글비석로5길 62,, ,-,-
서울특별시 노원구 중계동,362-1,362,1,주공8,49.72,202012,30,"60,000",13,1993,한글비석로5길 62,, ,-,-
서울특별시 노원구 중계동,592,592,0,중계3벽산,114.87,202012,11,"100,000",18,1999,덕릉로77길 5,, ,-,-
서울특별시 노원구 중계동,592,592,0,중계3벽산,59.88,202012,15,"58,750",14,1999,덕릉로77길 5,, ,-,-
서울특별시 노원구 중계동,592,592,0,중계3벽산,85,202012,29,"79,000",5,1999,덕릉로77길 5,, ,-,-
서울특별시 노원구 중계동,585,585,0,중계3우성,84.87,202012,4,"87,000",13,1999,덕릉로 613,, ,-,-
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,39.91,202012,1,"43,500",4,1990,동일로207길 17,, ,-,-
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,39.91,202012,8,"44,500",3,1990,동일로207길 17,, ,-,-
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,44.1,202012,10,"50,500",1,1990,동일로207길 18,, ,-,-
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,39.91,202012,10,"46,000",4,1990,동일로207길 17,, ,-,-
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,44.1,202012,11,"50,500",2,1990,동일로207길 18,, ,-,-
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,202012,12,"56,000",5,1990,동일로207길 17,, ,-,-
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.85,202012,12,"55,500",13,1990,동일로207길 17,, ,-,-
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,202012,12,"53,900",9,1990,동일로207길 17,, ,-,-
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,202012,12,"55,000",2,1990,섬밭로 285,, ,-,-
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,202012,14,"51,300",4,1990,동일로207길 17,, ,-,-
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,39.78,202012,17,"46,000",10,1990,동일로207길 17,, ,-,-
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.85,202012,21,"55,600",4,1990,동일로207길 17,, ,-,-
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,202012,22,"52,000",14,1990,섬밭로 285,, ,-,-
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,39.91,202012,22,"45,000",4,1990,동일로207길 17,, ,-,-
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,202012,26,"53,000",12,1990,동일로207길 17,, ,-,-
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,59.46,202012,28,"65,000",4,1990,섬밭로 285,, ,-,-
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,202012,29,"54,500",8,1990,섬밭로 285,, ,-,-
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,39.78,202012,30,"44,000",10,1990,동일로207길 18,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,39.82,202012,1,"39,250",3,1991,동일로208길 20,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,49.54,202012,2,"49,500",1,1991,동일로208길 20,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,49.54,202012,5,"50,000",1,1991,동일로208길 19,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,49.89,202012,5,"53,600",10,1991,동일로208길 20,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,59.26,202012,8,"62,000",3,1991,동일로208길 20,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,39.96,202012,9,"45,000",9,1991,동일로208길 20,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,49.54,202012,10,"54,000",10,1991,동일로208길 20,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,39.96,202012,10,"43,000",2,1991,동일로208길 20,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,59.26,202012,10,"64,000",10,1991,동일로208길 20,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,49.89,202012,12,"56,500",7,1991,동일로208길 19,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,49.54,202012,12,"51,500",1,1991,동일로208길 20,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,49.89,202012,12,"53,000",7,1991,동일로208길 19,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,49.54,202012,16,"48,500",1,1991,동일로208길 20,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,39.82,202012,19,"44,800",4,1991,동일로208길 20,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,49.54,202012,19,"52,000",4,1991,동일로208길 20,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,49.54,202012,19,"50,000",1,1991,동일로208길 20,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,49.54,202012,19,"52,000",7,1991,동일로208길 20,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,39.96,202012,22,"46,600",9,1991,동일로208길 19,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,39.82,202012,23,"40,000",2,1991,동일로208길 19,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,59.26,202012,26,"57,250",1,1991,동일로208길 20,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,39.96,202012,26,"44,000",12,1991,동일로208길 20,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,59.26,202012,31,"57,000",1,1991,동일로208길 19,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,49.54,202012,31,"55,000",11,1991,동일로208길 19,, ,-,-
서울특별시 노원구 중계동,512,512,0,중계무지개,39.82,202012,31,"39,700",2,1991,동일로208길 19,, ,-,-
서울특별시 노원구 중계동,599,599,0,중계스타클래스,84.801,202012,1,"69,900",2,2005,한글비석로14길 36,, ,-,-
