서울특별시 영등포구 여의도동,50,50,0,시범,156.99,202012,23,"250,000",9,1971,63로 45,, ,-,-
서울특별시 영등포구 여의도동,50,50,0,시범,156.99,202012,29,"255,000",4,1971,63로 45,, ,-,-
서울특별시 영등포구 여의도동,47,47,0,여의도자이,182.45,202012,11,"262,000",16,2008,여의동로3길 10,, ,-,-
서울특별시 영등포구 여의도동,47,47,0,여의도자이,148.94,202012,16,"230,000",28,2008,여의동로3길 10,, ,-,-
서울특별시 영등포구 여의도동,47,47,0,여의도자이,148.94,202012,16,"230,000",28,2008,여의동로3길 10,20210111, ,-,-
서울특별시 영등포구 여의도동,47,47,0,여의도자이,163.64,202012,22,"247,000",23,2008,여의동로3길 10,, ,-,-
서울특별시 영등포구 여의도동,47,47,0,여의도자이,148.94,202012,24,"240,000",26,2008,여의동로3길 10,, ,-,-
서울특별시 영등포구 여의도동,52,52,0,은하,121.52,202012,24,"195,000",3,1974,63로 7,, ,-,-
서울특별시 영등포구 여의도동,54,54,0,진주,48.26,202012,12,"130,000",8,1977,국제금융로 108-6,, ,-,-
서울특별시 영등포구 여의도동,54,54,0,진주,94.31,202012,14,"170,000",9,1977,국제금융로 108-6,, ,-,-
서울특별시 영등포구 여의도동,42,42,0,한양,192.73,202012,3,"241,500",3,1975,국제금융로 79,, ,-,-
서울특별시 영등포구 여의도동,42,42,0,한양,149.59,202012,3,"205,000",6,1975,국제금융로 79,, ,-,-
서울특별시 영등포구 영등포동,649,649,0,두산위브,59.8,202012,19,"82,000",7,2004,신길로60나길 9,, ,-,-
서울특별시 영등포구 영등포동,649,649,0,두산위브,59.8,202012,23,"81,800",9,2004,신길로60나길 9,, ,-,-
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,59.912,202012,1,"97,800",8,2002,도신로29길 28,, ,-,-
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,73.133,202012,3,"94,000",1,2002,도신로29길 28,, ,-,-
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,59.912,202012,4,"95,300",13,2002,도신로29길 28,, ,-,-
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,59.912,202012,5,"94,900",17,2002,도신로29길 28,, ,-,-
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,73.133,202012,5,"94,000",1,2002,도신로29길 28,, ,-,-
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,79.777,202012,5,"100,000",2,2002,도신로29길 28,, ,-,-
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,59.912,202012,5,"97,500",16,2002,도신로29길 28,, ,-,-
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,84.908,202012,7,"115,000",16,2002,도신로29길 28,, ,-,-
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,59.912,202012,8,"89,900",20,2002,도신로29길 28,, ,-,-
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,59.912,202012,10,"92,500",4,2002,도신로29길 28,, ,-,-
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,84.908,202012,11,"113,000",14,2002,도신로29길 28,, ,-,-
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,79.777,202012,14,"120,000",15,2002,도신로29길 28,, ,-,-
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,79.777,202012,14,"118,000",16,2002,도신로29길 28,, ,-,-
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,73.133,202012,14,"110,000",10,2002,도신로29길 28,, ,-,-
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,79.777,202012,19,"115,000",2,2002,도신로29길 28,, ,-,-
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,59.912,202012,21,"94,500",2,2002,도신로29길 28,, ,-,-
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,73.133,202012,23,"112,500",10,2002,도신로29길 28,, ,-,-
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,73.133,202012,24,"112,000",11,2002,도신로29길 28,, ,-,-
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,84.84,202012,25,"125,000",17,2002,도신로29길 28,, ,-,-
서울특별시 영등포구 영등포동,618-83,618,83,영일,38.02,202012,14,"23,700",1,1969,영신로19길 13,, ,-,-
서울특별시 영등포구 영등포동,618-83,618,83,영일,38.02,202012,27,"25,700",4,1969,영신로19길 13,, ,-,-
서울특별시 영등포구 영등포동,618-83,618,83,영일,38.02,202012,27,"25,700",4,1969,영신로19길 13,20210127, ,-,-
서울특별시 영등포구 영등포동,618-83,618,83,영일,41.32,202012,31,"24,000",4,1969,영신로19길 13,, ,-,-
서울특별시 영등포구 영등포동1가,Feb-94,94,2,여의도더리브스타일,30.2696,202012,1,"43,000",9,2020,경인로 900,, ,-,-
서울특별시 영등포구 영등포동1가,Feb-94,94,2,여의도더리브스타일,14.8376,202012,5,"20,300",13,2020,경인로 900,, ,-,-
서울특별시 영등포구 영등포동1가,Feb-94,94,2,여의도더리브스타일,14.8376,202012,15,"21,000",9,2020,경인로 900,, ,-,-
서울특별시 영등포구 영등포동1가,Feb-94,94,2,여의도더리브스타일,30.2696,202012,16,"42,500",6,2020,경인로 900,, ,-,-
서울특별시 영등포구 영등포동1가,Feb-94,94,2,여의도더리브스타일,30.2696,202012,30,"43,000",19,2020,경인로 900,, ,-,-
서울특별시 영등포구 영등포동1가,113-1,113,1,여의도씨티아이,12.59,202012,15,"12,600",17,2013,경인로 882,, ,-,-
서울특별시 영등포구 영등포동1가,144,144,0,헤렌어반,13.331,202012,16,"11,500",2,2011,경인로114가길 14,, ,-,-
서울특별시 영등포구 영등포동1가,144,144,0,헤렌어반,16.505,202012,17,"11,500",5,2011,경인로114가길 14,, ,-,-
서울특별시 영등포구 영등포동1가,144,144,0,헤렌어반,13.331,202012,21,"11,500",7,2011,경인로114가길 14,, ,-,-
서울특별시 영등포구 영등포동1가,144,144,0,헤렌어반,13.331,202012,28,"11,500",9,2011,경인로114가길 14,20210311, ,-,-
서울특별시 영등포구 영등포동2가,28-138,28,138,현대팰리스,29.67,202012,19,"26,200",6,2016,버드나루로5길 8,, ,-,-
서울특별시 영등포구 영등포동3가,19-2,19,2,포레스트힐시티,13.53,202012,29,"11,000",4,2014,영중로6길 12,, ,-,-
서울특별시 영등포구 영등포동3가,19-2,19,2,포레스트힐시티,13.53,202012,29,"11,000",4,2014,영중로6길 12,, ,-,-
서울특별시 영등포구 영등포동4가,103,103,0,영등포그랑그루,12.1,202012,22,"12,000",8,2012,문래로 191,, ,-,-
서울특별시 영등포구 영등포동7가,Jan-46,46,1,경남아너스빌,114.77,202012,4,"118,000",9,1998,양산로 177,, ,-,-
서울특별시 영등포구 영등포동7가,Jan-46,46,1,경남아너스빌,59.9,202012,5,"89,700",15,1998,양산로 177,, ,-,-
서울특별시 영등포구 영등포동7가,Jan-46,46,1,경남아너스빌,59.9,202012,24,"89,900",19,1998,양산로 177,, ,-,-
서울특별시 영등포구 영등포동7가,Jan-46,46,1,경남아너스빌,59.9,202012,28,"79,000",10,1998,양산로 177,, ,-,-
서울특별시 영등포구 영등포동7가,202,202,0,브라운스톤영등포,84.9,202012,13,"85,000",10,2004,버드나루로12가길 13,, ,-,-
서울특별시 영등포구 영등포동7가,203,203,0,아크로타워스퀘어,59.91,202012,12,"130,000",24,2017,국회대로54길 10,, ,-,-
서울특별시 영등포구 영등포동7가,203,203,0,아크로타워스퀘어,71.98,202012,14,"148,500",27,2017,국회대로54길 10,, ,-,-
서울특별시 영등포구 영등포동7가,203,203,0,아크로타워스퀘어,84.65,202012,21,"158,000",22,2017,국회대로54길 10,, ,-,-
서울특별시 영등포구 영등포동7가,203,203,0,아크로타워스퀘어,115.58,202012,21,"174,000",12,2017,국회대로54길 10,, ,-,-
서울특별시 영등포구 영등포동7가,94-99,94,99,여의휴젠느,35.42,202012,2,"46,000",15,2018,국회대로56길 13,, ,-,-
서울특별시 영등포구 영등포동7가,94-99,94,99,여의휴젠느,35.42,202012,17,"45,700",17,2018,국회대로56길 13,, ,-,-
서울특별시 영등포구 영등포동8가,91,91,0,당산푸르지오,133.34,202012,12,"150,000",22,2004,영중로 154,, ,-,-
서울특별시 영등포구 영등포동8가,91,91,0,당산푸르지오,163.68,202012,21,"150,000",22,2004,영중로 154,, ,-,-
서울특별시 영등포구 영등포동8가,91,91,0,당산푸르지오,114.51,202012,21,"145,500",22,2004,영중로 154,, ,-,-
서울특별시 영등포구 영등포동8가,Jan-76,76,1,삼환,59.91,202012,17,"94,800",20,1999,영중로 145,, ,-,-
서울특별시 영등포구 영등포동8가,Jan-76,76,1,삼환,59.91,202012,19,"93,000",19,1999,영중로 145,, ,-,-
서울특별시 영등포구 영등포동8가,Jan-76,76,1,삼환,114.7,202012,30,"128,000",13,1999,영중로 145,, ,-,-
서울특별시 영등포구 영등포동8가,Jan-76,76,1,삼환,84.87,202012,30,"112,000",2,1999,영중로 145,20210226, ,-,-
서울특별시 영등포구 영등포동8가,Jan-51,51,1,영등포메이준2011,12.11,202012,8,"13,500",14,2012,영중로 120,, ,-,-
서울특별시 영등포구 영등포동8가,Jan-51,51,1,영등포메이준2011,12.11,202012,14,"13,500",18,2012,영중로 120,, ,-,-
서울특별시 영등포구 영등포동8가,Jan-51,51,1,영등포메이준2011,12.23,202012,14,"11,500",18,2012,영중로 120,, ,-,-
서울특별시 용산구 도원동,23,23,0,삼성래미안,114.99,202012,6,"144,800",20,2001,새창로 70,, ,-,-
서울특별시 용산구 도원동,23,23,0,삼성래미안,84.69,202012,15,"123,000",1,2001,새창로 70,, ,-,-
서울특별시 용산구 도원동,23,23,0,삼성래미안,59.94,202012,22,"107,500",10,2001,새창로 70,, ,-,-
서울특별시 용산구 도원동,23,23,0,삼성래미안,59.94,202012,26,"100,000",1,2001,새창로 70,, ,-,-
서울특별시 용산구 도원동,23,23,0,삼성래미안,84.92,202012,31,"135,000",10,2001,새창로 70,, ,-,-
서울특별시 용산구 동자동,19-8,19,8,동자,27.34,202012,5,"50,000",3,1969,한강대로104마길 30,20210324, ,-,-
서울특별시 용산구 동자동,45,45,0,센트레빌아스테리움서울,145.2,202012,14,"170,000",7,2013,한강대로 372,, ,-,-
서울특별시 용산구 문배동,24-6,24,6,CJ나인파크,97.24,202012,1,"135,000",29,2007,백범로90다길 12,, ,-,-
서울특별시 용산구 문배동,24-6,24,6,CJ나인파크,84.98,202012,6,"123,000",27,2007,백범로90다길 12,, ,-,-
서울특별시 용산구 문배동,24-6,24,6,CJ나인파크,123.47,202012,8,"150,000",20,2007,백범로90다길 12,, ,-,-
서울특별시 용산구 문배동,24-6,24,6,CJ나인파크,97.24,202012,8,"134,000",14,2007,백범로90다길 12,, ,-,-
서울특별시 용산구 문배동,24-6,24,6,CJ나인파크,123.47,202012,30,"149,000",28,2007,백범로90다길 12,, ,-,-
서울특별시 용산구 문배동,24-21,24,21,아크로타워,126.3,202012,12,"140,000",12,2007,백범로90길 26,, ,-,-
서울특별시 용산구 문배동,11-10,11,10,용산KCC웰츠타워,97.83,202012,1,"136,000",11,2015,백범로90길 90,, ,-,-
서울특별시 용산구 문배동,11-10,11,10,용산KCC웰츠타워,84.03,202012,19,"122,500",13,2015,백범로90길 90,, ,-,-
서울특별시 용산구 문배동,11-10,11,10,용산KCC웰츠타워,97.83,202012,19,"137,000",11,2015,백범로90길 90,, ,-,-
서울특별시 용산구 문배동,24-4,24,4,용산큐브,13.01,202012,18,"19,900",19,2013,백범로90길 12,, ,-,-
서울특별시 용산구 문배동,11-14,11,14,이안용산1차(101동),107.53,202012,12,"125,000",15,2005,백범로90길 74,, ,-,-
서울특별시 용산구 문배동,11-14,11,14,이안용산1차(101동),107.53,202012,12,"127,800",11,2005,백범로90길 74,, ,-,-
서울특별시 용산구 문배동,11-29,11,29,이안용산1차(103동),68.5,202012,12,"97,000",10,2005,백범로90길 74,, ,-,-
서울특별시 용산구 문배동,40-39,40,39,이안용산3차,84.92,202012,10,"110,000",9,2006,청파로 205-26,, ,-,-
서울특별시 용산구 문배동,40-39,40,39,이안용산3차,84.92,202012,10,"115,500",2,2006,청파로 205-26,, ,-,-
서울특별시 용산구 문배동,03-03,3,3,이안용산프리미어,110.14,202012,2,"130,000",9,2007,청파로 213,, ,-,-
서울특별시 용산구 문배동,03-03,3,3,이안용산프리미어,84.98,202012,8,"125,000",23,2007,청파로 213,, ,-,-
서울특별시 용산구 문배동,03-03,3,3,이안용산프리미어,109.74,202012,9,"140,000",25,2007,청파로 213,, ,-,-
서울특별시 용산구 문배동,17-1,17,1,지오베르크,84.95,202012,2,"114,000",13,2004,백범로 346,, ,-,-
서울특별시 용산구 보광동,448,448,0,신동아1,84.93,202012,7,"180,000",13,1992,보광로 14,, ,-,-
서울특별시 용산구 보광동,448,448,0,신동아1,84.93,202012,27,"182,000",11,1992,보광로 14,, ,-,-
서울특별시 용산구 보광동,448,448,0,신동아1,84.93,202012,28,"182,000",13,1992,보광로 14,, ,-,-
서울특별시 용산구 산천동,193,193,0,리버힐삼성,84.98,202012,5,"127,500",6,2001,효창원로 17,, ,-,-
서울특별시 용산구 산천동,193,193,0,리버힐삼성,59.55,202012,5,"106,500",9,2001,효창원로 17,, ,-,-
서울특별시 용산구 산천동,193,193,0,리버힐삼성,84.98,202012,5,"120,000",18,2001,효창원로 17,, ,-,-
서울특별시 용산구 산천동,193,193,0,리버힐삼성,84.98,202012,12,"116,800",17,2001,효창원로 17,, ,-,-
서울특별시 용산구 산천동,193,193,0,리버힐삼성,114.48,202012,19,"149,000",5,2001,효창원로 17,, ,-,-
서울특별시 용산구 산천동,193,193,0,리버힐삼성,59.55,202012,19,"104,000",13,2001,효창원로 17,, ,-,-
서울특별시 용산구 산천동,193,193,0,리버힐삼성,114.48,202012,19,"148,000",1,2001,효창원로 17,, ,-,-
서울특별시 용산구 산천동,204,204,0,한강타운,59.69,202012,10,"84,000",5,2001,새창로8길 157,, ,-,-
서울특별시 용산구 산천동,204,204,0,한강타운,59.69,202012,13,"85,000",12,2001,새창로8길 157,, ,-,-
서울특별시 용산구 산천동,204,204,0,한강타운,59.69,202012,19,"88,000",4,2001,새창로8길 157,, ,-,-
서울특별시 용산구 산천동,204,204,0,한강타운,59.69,202012,30,"87,300",6,2001,새창로8길 157,, ,-,-
서울특별시 용산구 서빙고동,241-21,241,21,신동아,210.25,202012,1,"325,000",7,1984,이촌로 347,, ,-,-
서울특별시 용산구 서빙고동,241-21,241,21,신동아,166.98,202012,2,"267,000",6,1984,이촌로 347,, ,-,-
서울특별시 용산구 서빙고동,241-21,241,21,신동아,166.98,202012,7,"285,000",13,1984,이촌로 347,, ,-,-
서울특별시 용산구 서빙고동,241-21,241,21,신동아,210.25,202012,7,"315,000",9,1984,이촌로 347,, ,-,-
서울특별시 용산구 서빙고동,241-21,241,21,신동아,140.81,202012,8,"260,000",4,1984,이촌로 347,, ,-,-
서울특별시 용산구 서빙고동,241-21,241,21,신동아,210.25,202012,8,"313,000",10,1984,이촌로 347,, ,-,-
서울특별시 용산구 서빙고동,241-21,241,21,신동아,166.98,202012,9,"275,000",4,1984,이촌로 347,, ,-,-
서울특별시 용산구 서빙고동,241-21,241,21,신동아,166.98,202012,11,"210,000",5,1984,이촌로 347,, ,-,-
서울특별시 용산구 서빙고동,241-21,241,21,신동아,95.66,202012,11,"185,000",1,1984,이촌로 347,, ,-,-
서울특별시 용산구 서빙고동,241-21,241,21,신동아,140.81,202012,12,"260,000",5,1984,이촌로 347,, ,-,-
서울특별시 용산구 신계동,48,48,0,용산e편한세상,84.89,202012,26,"175,000",9,2011,원효로 216,, ,-,-
서울특별시 용산구 신계동,48,48,0,용산e편한세상,84.89,202012,30,"167,000",5,2011,원효로 216,, ,-,-
서울특별시 용산구 신계동,48,48,0,용산e편한세상,124.96,202012,30,"202,000",8,2011,원효로 216,, ,-,-
서울특별시 용산구 신계동,48,48,0,용산e편한세상,84.89,202012,30,"167,000",7,2011,원효로 216,, ,-,-
서울특별시 용산구 신계동,48,48,0,용산e편한세상,84.21,202012,31,"175,000",7,2011,원효로 216,, ,-,-
서울특별시 용산구 용문동,90,90,0,브라운스톤,114.93,202012,11,"142,000",9,2011,효창원로 88,, ,-,-
서울특별시 용산구 용산동2가,47-17,47,17,한신,78.43,202012,18,"94,000",3,1981,녹사평대로 245,, ,-,-
서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),100.29,202012,2,"210,000",25,2009,서빙고로 67,, ,-,-
서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),154.47,202012,29,"250,850",4,2009,서빙고로 67,, ,-,-
서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),134.02,202012,31,"267,000",15,2009,서빙고로 67,20210204, ,-,-
서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),134.02,202012,31,"267,000",15,2009,서빙고로 67,, ,-,-
서울특별시 용산구 원효로1가,17-66,17,66,로얄카운티-3,130.93,202012,23,"113,000",3,2007,백범로79다길 35,, ,-,-
서울특별시 용산구 원효로1가,41,41,0,용산더프라임,142.901,202012,2,"185,000",30,2014,원효로90길 11,, ,-,-
서울특별시 용산구 원효로1가,41,41,0,용산더프라임,142.901,202012,7,"190,000",20,2014,원효로90길 11,, ,-,-
서울특별시 용산구 원효로1가,41,41,0,용산더프라임,46.06,202012,14,"101,000",6,2014,원효로90길 11,, ,-,-
서울특별시 용산구 원효로1가,41,41,0,용산더프라임,114.218,202012,17,"163,000",24,2014,원효로90길 11,, ,-,-
서울특별시 용산구 원효로2가,Feb-94,94,2,원효,49.59,202012,9,"28,000",4,1970,원효로 166,, ,-,-
서울특별시 용산구 원효로4가,178,178,0,강변삼성스위트,84.9,202012,5,"125,000",3,1999,원효로 40,, ,-,-
서울특별시 용산구 원효로4가,178,178,0,강변삼성스위트,59.94,202012,12,"110,000",14,1999,원효로 40,, ,-,-
서울특별시 용산구 원효로4가,178,178,0,강변삼성스위트,84.94,202012,21,"125,000",5,1999,원효로 40,, ,-,-
서울특별시 용산구 원효로4가,178,178,0,강변삼성스위트,59.94,202012,29,"108,000",4,1999,원효로 40,, ,-,-
서울특별시 용산구 원효로4가,118-16,118,16,산호,100.56,202012,11,"150,000",9,1977,원효로 66,, ,-,-
서울특별시 용산구 원효로4가,118-16,118,16,산호,40.46,202012,29,"97,000",4,1977,원효로 66,, ,-,-
서울특별시 용산구 이촌동,430,430,0,LG한강자이,202.32,202012,5,"289,000",3,2003,이촌로64길 15,, ,-,-
서울특별시 용산구 이촌동,193-3,193,3,강변,59.44,202012,22,"81,000",2,1971,이촌로 104,, ,-,-
서울특별시 용산구 이촌동,193-5,193,5,강서,48.63,202012,9,"78,000",1,1972,이촌로34길 10,, ,-,-
서울특별시 용산구 이촌동,402,402,0,강촌,59.12,202012,4,"150,000",10,1998,이촌로87길 14,, ,-,-
서울특별시 용산구 이촌동,402,402,0,강촌,106.645,202012,14,"193,500",11,1998,이촌로87길 14,, ,-,-
서울특별시 용산구 이촌동,402,402,0,강촌,106.645,202012,14,"193,500",11,1998,이촌로87길 14,20201228, ,-,-
서울특별시 용산구 이촌동,402,402,0,강촌,84.77,202012,16,"180,500",14,1998,이촌로87길 14,, ,-,-
서울특별시 용산구 이촌동,402,402,0,강촌,84.85,202012,24,"181,000",4,1998,이촌로87길 14,, ,-,-
서울특별시 용산구 이촌동,302-45,302,45,노들,227.07,202012,24,"158,000",4,1974,이촌로64길 20,, ,-,-
서울특별시 용산구 이촌동,395,395,0,대림,84.78,202012,13,"137,500",3,1994,이촌로2가길 122,, ,-,-
서울특별시 용산구 이촌동,395,395,0,대림,59.22,202012,25,"120,000",10,1994,이촌로2가길 122,, ,-,-
서울특별시 용산구 이촌동,418,418,0,동부센트레빌,100.92,202012,22,"190,000",5,2001,이촌로 174,, ,-,-
서울특별시 용산구 이촌동,411,411,0,동아그린,59.58,202012,3,"104,000",13,1999,이촌로 100-8,, ,-,-
서울특별시 용산구 이촌동,411,411,0,동아그린,59.58,202012,7,"109,000",10,1999,이촌로 100-8,, ,-,-
서울특별시 용산구 이촌동,411,411,0,동아그린,84.82,202012,30,"131,000",11,1999,이촌로 100-8,, ,-,-
서울특별시 용산구 이촌동,301-155,301,155,두산위브트레지움,89.09,202012,22,"129,000",2,1976,이촌로 177,, ,-,-
서울특별시 용산구 이촌동,436,436,0,래미안첼리투스,124.02,202012,3,"310,000",21,2015,이촌로 310,, ,-,-
서울특별시 용산구 이촌동,436,436,0,래미안첼리투스,124.02,202012,25,"312,998",24,2015,이촌로 310,, ,-,-
서울특별시 용산구 이촌동,436,436,0,래미안첼리투스,124.02,202012,26,"365,000",35,2015,이촌로 310,, ,-,-
서울특별시 용산구 이촌동,301-10,301,10,로얄맨숀,186.12,202012,15,"180,000",11,1972,이촌로75길 6,20210420, ,-,-
서울특별시 용산구 이촌동,301-10,301,10,로얄맨숀,186.12,202012,15,"179,998",11,1972,이촌로75길 6,, ,-,-
서울특별시 용산구 이촌동,300-301,300,301,삼익,145.19,202012,1,"242,000",9,1979,이촌로 260,, ,-,-
서울특별시 용산구 이촌동,300-301,300,301,삼익,104.86,202012,19,"179,000",3,1979,이촌로 260,, ,-,-
서울특별시 용산구 이촌동,300-11,300,11,왕궁,102.48,202012,18,"197,000",3,1974,이촌로88길 15,, ,-,-
서울특별시 용산구 이촌동,300-11,300,11,왕궁,102.48,202012,19,"189,000",5,1974,이촌로88길 15,, ,-,-
서울특별시 용산구 이촌동,302-53,302,53,월드메르디앙,116.563,202012,1,"140,000",7,1971,이촌로62길 14,, ,-,-
서울특별시 용산구 이촌동,426,426,0,이촌동삼성리버스위트,180.82,202012,19,"278,000",14,2002,이촌로88길 30,, ,-,-
서울특별시 용산구 이촌동,412,412,0,이촌코오롱(A),114.69,202012,14,"196,000",2,1999,이촌로87길 21,, ,-,-
서울특별시 용산구 이촌동,412,412,0,이촌코오롱(A),84.78,202012,26,"183,000",21,1999,이촌로87길 21,, ,-,-
서울특별시 용산구 이촌동,414,414,0,이촌코오롱(B),84.78,202012,12,"164,000",1,1999,이촌로89길 32,, ,-,-
서울특별시 용산구 이촌동,404,404,0,한가람,59.88,202012,2,"150,000",3,1998,이촌로65가길 23,, ,-,-
서울특별시 용산구 이촌동,404,404,0,한가람,59.88,202012,3,"157,500",21,1998,이촌로65길 8,, ,-,-
서울특별시 용산구 이촌동,404,404,0,한가람,114.96,202012,5,"204,000",11,1998,이촌로 201,, ,-,-
서울특별시 용산구 이촌동,404,404,0,한가람,114.96,202012,5,"220,000",17,1998,이촌로65길 8,, ,-,-
서울특별시 용산구 이촌동,404,404,0,한가람,84.89,202012,6,"192,500",17,1998,이촌로71길 10,, ,-,-
서울특별시 용산구 이촌동,404,404,0,한가람,84.96,202012,12,"193,000",20,1998,이촌로71길 10,, ,-,-
서울특별시 용산구 이촌동,404,404,0,한가람,84.96,202012,14,"183,000",7,1998,이촌로65길 8,, ,-,-
서울특별시 용산구 이촌동,404,404,0,한가람,59.88,202012,20,"159,000",17,1998,이촌로65가길 51,, ,-,-
서울특별시 용산구 이촌동,404,404,0,한가람,84.96,202012,20,"189,000",8,1998,이촌로 201,, ,-,-
서울특별시 용산구 이촌동,404,404,0,한가람,84.89,202012,20,"192,500",11,1998,이촌로71길 10,, ,-,-
서울특별시 용산구 이촌동,404,404,0,한가람,114.96,202012,23,"200,000",1,1998,이촌로65길 8,, ,-,-
서울특별시 용산구 이촌동,404,404,0,한가람,59.88,202012,23,"152,000",4,1998,이촌로65가길 23,, ,-,-
서울특별시 용산구 이촌동,404,404,0,한가람,114.96,202012,24,"220,000",13,1998,이촌로65가길 51,, ,-,-
서울특별시 용산구 이촌동,404,404,0,한가람,59.88,202012,28,"150,000",4,1998,이촌로65가길 23,, ,-,-
서울특별시 용산구 이촌동,404,404,0,한가람,59.88,202012,28,"159,000",19,1998,이촌로65가길 51,, ,-,-
서울특별시 용산구 이촌동,415,415,0,한강(대우),134.13,202012,16,"208,000",10,2000,이촌로 181,, ,-,-
서울특별시 용산구 이촌동,415,415,0,한강(대우),84.98,202012,28,"174,000",3,2000,이촌로 181,, ,-,-
서울특별시 용산구 이촌동,300-23,300,23,한강맨숀,101.95,202012,22,"270,000",3,1971,이촌로 248,, ,-,-
서울특별시 용산구 이촌동,300-23,300,23,한강맨숀,101.95,202012,29,"260,000",5,1971,이촌로 248,, ,-,-
서울특별시 용산구 이촌동,400,400,0,현대한강,59.55,202012,7,"126,000",12,1997,이촌로34길 29,, ,-,-
서울특별시 용산구 이촌동,400,400,0,현대한강,84.88,202012,7,"144,000",18,1997,이촌로34길 29,, ,-,-
서울특별시 용산구 이촌동,400,400,0,현대한강,84.88,202012,19,"140,800",4,1997,이촌로34길 29,, ,-,-
서울특별시 용산구 이촌동,400,400,0,현대한강,84.88,202012,24,"148,000",3,1997,이촌로34길 29,, ,-,-
서울특별시 용산구 이태원동,729,729,0,남산대림,84.75,202012,12,"143,000",5,1994,녹사평대로 254,, ,-,-
서울특별시 용산구 이태원동,729,729,0,남산대림,84.75,202012,15,"150,000",3,1994,녹사평대로 254,, ,-,-
서울특별시 용산구 이태원동,102-12,102,12,남산힐레지던스,260.96,202012,18,"258,500",2,1973,이태원로27다길 11,, ,-,-
서울특별시 용산구 이태원동,22-2,22,2,청화1,174.38,202012,12,"217,500",6,1982,장문로 27,, ,-,-
서울특별시 용산구 이태원동,22-2,22,2,청화1,106.12,202012,16,"158,000",2,1982,장문로 27,, ,-,-
서울특별시 용산구 이태원동,22-2,22,2,청화1,174.38,202012,19,"218,000",3,1982,장문로 27,, ,-,-
서울특별시 용산구 이태원동,22-2,22,2,청화1,104.69,202012,19,"167,000",9,1982,장문로 27,, ,-,-
서울특별시 용산구 이태원동,22-2,22,2,청화1,174.38,202012,22,"206,000",2,1982,장문로 27,, ,-,-
서울특별시 용산구 이태원동,22-2,22,2,청화1,142.71,202012,26,"198,000",9,1982,장문로 27,, ,-,-
서울특별시 용산구 이태원동,22-2,22,2,청화1,174.38,202012,26,"220,000",7,1982,장문로 27,, ,-,-
서울특별시 용산구 이태원동,22-2,22,2,청화1,105.72,202012,28,"167,000",7,1982,장문로 27,, ,-,-
서울특별시 용산구 청파동3가,132-50,132,50,한울글로리A,91.03,202012,11,"49,000",5,2003,효창원로76길 7,, ,-,-
서울특별시 용산구 한강로1가,Jan-50,50,1,용산파크자이,99.85,202012,31,"173,000",24,2005,한강대로 205,, ,-,-
서울특별시 용산구 한강로2가,422,422,0,래미안용산더센트럴,135.27,202012,19,"295,000",34,2017,한강대로 95,, ,-,-
서울특별시 용산구 한강로2가,02-08,2,8,벽산메가트리움,84.87,202012,9,"150,000",22,2005,한강대로43길 8,, ,-,-
서울특별시 용산구 한강로2가,02-08,2,8,벽산메가트리움,84.97,202012,30,"141,000",8,2005,한강대로43길 8,, ,-,-
서울특별시 용산구 한강로2가,417,417,0,용산파크e-편한세상,84.67,202012,13,"149,500",19,2007,한강대로53길 16,, ,-,-
서울특별시 용산구 한강로2가,420,420,0,용산푸르지오써밋(420),169.342,202012,6,"280,000",27,2017,한강대로 69,, ,-,-
서울특별시 용산구 한강로3가,63-387,63,387,시티파크(2단지),117.62,202012,8,"204,000",15,2007,서빙고로 31,, ,-,-
서울특별시 용산구 한강로3가,63-387,63,387,시티파크(2단지),117.62,202012,12,"212,000",32,2007,서빙고로 31,, ,-,-
서울특별시 용산구 한강로3가,63-389,63,389,용산시티파크(1단지),116.31,202012,27,"225,000",33,2007,서빙고로 35,, ,-,-
서울특별시 용산구 한강로3가,63-389,63,389,용산시티파크(1단지),181.89,202012,30,"290,000",25,2007,서빙고로 35,, ,-,-
서울특별시 용산구 한강로3가,16-85,16,85,한강자이에클라트,84.73,202012,15,"129,000",22,2006,이촌로 1,, ,-,-
